0.005 -1.663 0.976
47.2992 -1.663 0.976
110.688 -1.663 0.976
179.426 -1.663 1.88307
247.937 -1.663 2.24974
316.914 -1.663 2.52512
386.046 -1.663 2.69944
455.013 -1.663 2.79444
524.327 -1.663 2.85699
593.64 -1.663 2.89887
663.036 -1.663 2.92966
732.43 -1.663 2.95495
801.841 -1.663 2.97627
871.282 -1.663 2.99404
939.607 -1.07697 3.00877
1009.13 -0.584286 3.02136
1078.69 -0.327945 3.03216
1148.3 -0.174071 3.04197
1217.96 -0.0658149 3.05097
1287.67 0.0180525 3.05905
1357.43 0.0860053 3.06622
1427.21 0.146076 3.07254
1491.9 0.195941 3.07771
1554.02 0.237767 3.08214
1615.27 0.273641 3.08608
1676.04 0.304258 3.08959
1736.44 0.330342 3.09274
1796.61 0.352584 3.09558
1855.77 0.3714 3.09812
1915.56 0.387831 3.10048
1975.22 0.40204 3.10263
2034.75 0.414381 3.1046
2094.19 0.425135 3.10641
2153.54 0.434535 3.10807
2212.81 0.442776 3.1096
2272.03 0.450012 3.111
2331.18 0.456392 3.11228
2390.29 0.462 3.11344
2449.36 0.466949 3.1145
2508.39 0.471331 3.11546
2567.39 0.475222 3.11633
2626.36 0.478682 3.11712
2685.31 0.481761 3.11784
2743.6 0.484475 3.11847
2802.51 0.486923 3.11906
2861.39 0.489107 3.11959
2920.26 0.491058 3.12006
2979.12 0.492802 3.12049
3037.96 0.494361 3.12088
3096.8 0.495756 3.12122
3155.62 0.497003 3.12154
3214.43 0.49812 3.12182
3273.23 0.499163 3.12212
3332.03 0.500144 3.12241
3390.84 0.501039 3.12267
3449.67 0.501814 3.12292
3508.49 0.502443 3.12315
3567.3 0.503051 3.12336
3625.29 0.503618 3.12355
3684.1 0.504163 3.12373
3742.92 0.504677 3.1239
3801.73 0.505161 3.12406
3860.54 0.505617 3.12422
3919.33 0.506045 3.12436
3978.12 0.506451 3.1245
4036.91 0.506833 3.12463
4095.69 0.507197 3.12475
4154.48 0.507542 3.12487
4213.27 0.507871 3.12498
4272.06 0.508181 3.12508
4330.85 0.508474 3.12517
4389.64 0.508752 3.12526
4448.43 0.509022 3.12534
4506.47 0.509278 3.12541
4565.26 0.509523 3.12549
4624.04 0.509752 3.12556
4682.83 0.509966 3.12563
4741.62 0.510164 3.12569
4800.41 0.51035 3.12576
4859.2 0.510522 3.12584
4917.99 0.510685 3.12596
4976.78 0.510837 3.12609
5035.57 0.51098 3.12621
5094.33 0.511118 3.12632
5153.07 0.511254 3.12642
5211.81 0.511393 3.1265
5270.55 0.511873 3.12658
5329.29 0.512847 3.12665
5388.03 0.513686 3.12672
5445.82 0.514388 3.12679
5504.56 0.515031 3.12685
5563.3 0.515576 3.12691
5622.04 0.516031 3.12697
5680.78 0.516409 3.12704
5739.52 0.51672 3.12711
5798.26 0.516979 3.12718
5857 0.517216 3.12725
5915.74 0.517451 3.12732
5974.48 0.517698 3.12741
6033.21 0.517971 3.1275
6091.91 0.518277 3.12759
6150.6 0.518617 3.1277
6209.29 0.518992 3.12781
6267.98 0.519403 3.12795
6325.82 0.519846 3.12815
6384.52 0.520336 3.12832
6443.21 0.520859 3.12848
6501.9 0.521401 3.12863
6560.59 0.521949 3.12877
6619.28 0.522492 3.12891
6677.97 0.523022 3.12904
6736.66 0.523532 3.12916
6795.33 0.524012 3.12929
6853.97 0.524464 3.1294
6912.61 0.524903 3.12951
6971.26 0.525319 3.12962
7029.9 0.525712 3.12972
7088.54 0.526085 3.12982
7147.18 0.526439 3.12991
