0.005 0 0
47.2992 0 0
110.688 0 0
179.426 0 0.913579
247.937 0 1.27649
316.914 0 1.55151
386.046 0 1.72466
455.013 0 1.8192
524.327 0 1.88149
593.64 0 1.92322
663.036 0 1.95394
732.43 0 1.97919
801.841 0 2.00046
871.282 1.77465e-06 2.0182
939.607 0.592551 2.0329
1009.13 1.08209 2.04547
1078.69 1.33689 2.05626
1148.3 1.49018 2.06606
1217.96 1.59813 2.07506
1287.67 1.68179 2.08313
1357.43 1.74964 2.09029
1427.21 1.80964 2.0966
1491.9 1.85939 2.10176
1554.02 1.90115 2.10618
1615.27 1.93697 2.11011
1676.04 1.96754 2.11362
1736.44 1.99358 2.11677
1796.61 2.01579 2.11961
1855.77 2.03458 2.12215
1915.56 2.05098 2.1245
1975.22 2.06517 2.12665
2034.75 2.0775 2.12862
2094.19 2.08823 2.13042
2153.54 2.09762 2.13208
2212.81 2.10585 2.13361
2272.03 2.11308 2.13501
2331.18 2.11945 2.13629
2390.29 2.12505 2.13745
2449.36 2.13 2.13851
2508.39 2.13437 2.13947
2567.39 2.13826 2.14034
2626.36 2.14171 2.14113
2685.31 2.14479 2.14184
2743.6 2.1475 2.14248
2802.51 2.14995 2.14306
2861.39 2.15213 2.14359
2920.26 2.15408 2.14406
2979.12 2.15582 2.14449
3037.96 2.15738 2.14488
3096.8 2.15877 2.14523
3155.62 2.16002 2.14554
3214.43 2.16113 2.14582
3273.23 2.16217 2.14612
3332.03 2.16315 2.14641
3390.84 2.16405 2.14668
3449.67 2.16482 2.14692
3508.49 2.16545 2.14715
3567.3 2.16606 2.14736
3625.29 2.16662 2.14755
3684.1 2.16717 2.14773
3742.92 2.16768 2.14791
3801.73 2.16817 2.14807
3860.54 2.16862 2.14822
3919.33 2.16905 2.14836
3978.12 2.16945 2.1485
4036.91 2.16984 2.14863
4095.69 2.1702 2.14876
4154.48 2.17055 2.14887
4213.27 2.17087 2.14898
4272.06 2.17118 2.14908
4330.85 2.17148 2.14917
4389.64 2.17176 2.14926
4448.43 2.17202 2.14934
4506.47 2.17228 2.14942
4565.26 2.17253 2.14949
4624.04 2.17275 2.14956
4682.83 2.17297 2.14963
4741.62 2.17317 2.14969
4800.41 2.17335 2.14976
4859.2 2.17352 2.14984
4917.99 2.17369 2.14996
4976.78 2.17384 2.15009
5035.57 2.17398 2.15021
5094.33 2.17412 2.15032
5153.07 2.17426 2.15042
5211.81 2.17439 2.1505
5270.55 2.17488 2.15058
5329.29 2.17586 2.15065
5388.03 2.17669 2.15072
5445.82 2.17739 2.15079
5504.56 2.17804 2.15085
5563.3 2.17858 2.15091
5622.04 2.17904 2.15097
5680.78 2.17941 2.15104
5739.52 2.17972 2.15111
5798.26 2.17998 2.15118
5857 2.18022 2.15125
5915.74 2.18045 2.15132
5974.48 2.1807 2.15141
6033.21 2.18097 2.1515
6091.91 2.18128 2.15159
6150.6 2.18162 2.1517
6209.29 2.182 2.15181
6267.98 2.18241 2.15196
6325.82 2.18285 2.15215
6384.52 2.18334 2.15233
6443.21 2.18386 2.15249
6501.9 2.18441 2.15263
6560.59 2.18495 2.15278
6619.28 2.1855 2.15291
6677.97 2.18603 2.15304
6736.66 2.18654 2.15317
6795.33 2.18702 2.15329
6853.97 2.18747 2.1534
6912.61 2.18791 2.15351
6971.26 2.18832 2.15362
7029.9 2.18872 2.15372
7088.54 2.18909 2.15382
7147.18 2.18944 2.15391
