$Element Number
43512
$Element_id  Value
0  0.00000000000000000000e+00  0.00000000000000000000e+00
1  -2.11110909731360152364e-06  0.00000000000000000000e+00
2  -1.82946473614720162004e-06  0.00000000000000000000e+00
3  0.00000000000000000000e+00  0.00000000000000000000e+00
4  0.00000000000000000000e+00  0.00000000000000000000e+00
5  4.51343476015608757734e-06  3.22030655297567136586e-06
6  4.14404894399922341108e-06  9.11606901077277598233e-10
7  -4.70613395009422674775e-06  1.06722797266201041566e-09
8  -9.06209970708005130291e-06  3.12321981255081482232e-06
9  -4.06550225307000800967e-06  3.95254755858331918716e-06
10  0.00000000000000000000e+00  1.78747654899780172855e-06
11  0.00000000000000000000e+00  0.00000000000000000000e+00
12  5.26654730492737144232e-06  2.86087333734030835330e-06
13  1.14223776108701713383e-05  7.71272152633173391223e-06
14  1.66390145750483497977e-05  2.02406554308254271746e-05
15  -3.02235662275052163750e-06  0.00000000000000000000e+00
16  -1.83067925263458164409e-06  0.00000000000000000000e+00
17  0.00000000000000000000e+00  0.00000000000000000000e+00
18  -7.75486114434897899628e-06  4.05621176469139754772e-06
19  -1.12556490421411581337e-05  8.26368159323465079069e-06
20  -8.39550193632021546364e-06  7.82922779762884601951e-06
21  -2.89974059342057444155e-06  4.58866952612879686058e-06
22  0.00000000000000000000e+00  0.00000000000000000000e+00
23  0.00000000000000000000e+00  0.00000000000000000000e+00
24  1.26957138490979559720e-06  0.00000000000000000000e+00
25  2.32211368711432442069e-06  0.00000000000000000000e+00
26  5.17951821166207082570e-06  3.85687508241971954703e-06
27  1.09265965875238180161e-05  8.09293396741850301623e-06
28  1.62022770382463932037e-05  1.10083819890860468149e-05
29  2.10389844141900539398e-05  6.32327064522542059422e-05
30  -6.82893642078852280974e-06  5.67707184018217958510e-06
31  -3.02151715914078522474e-06  5.51988341612741351128e-06
32  0.00000000000000000000e+00  2.20387482841033488512e-06
33  2.15306457829623348887e-16  -1.92806851373461540788e-06
34  -4.37467424490023404360e-05  4.77997309644706547260e-05
35  -1.13882788355113007128e-05  1.20417489597457461059e-05
36  -1.19051255751401185989e-05  9.10019934963202103972e-06
37  -4.93898642162093892694e-06  6.37336643194430507720e-06
38  0.00000000000000000000e+00  1.61936816311936127022e-06
39  0.00000000000000000000e+00  1.83968893452401971444e-06
40  8.36094613987370394170e-07  8.76803369465051218867e-06
41  1.96046312339603900909e-06  6.00103976466925814748e-06
