0,0,5.38889e-04,0,5.38889e-06
360,0,5.38889e-04,0,5.38889e-06
720,0,5.38889e-04,0,5.38889e-06
1080,0,5.38889e-04,0,5.38889e-06
1440,0,5.38889e-04,0,5.38889e-06
1800,0,5.38889e-04,0,5.38889e-06
2160,0,5.38889e-04,0,5.38889e-06
2520,0,5.38889e-04,0,5.38889e-06
2880,0,5.38889e-04,0,5.38889e-06
3240,0,5.38889e-04,0,5.38889e-06
