code latitude longitude
05M175 40.8142965 -73.9430531
05M194 40.8212778 -73.9407392
05M195 40.819803 -73.95682699999999
05M197 40.8133003 -73.9378112
05M200 40.824135 -73.9363736
05M285 40.8077627 -73.9399571
05M286 40.7127837 -74.0059413
05M302 40.8173851 -73.9474262
05M304 40.8173488 -73.9474499
05M318 40.8259147 -73.9377465
05M362 40.810687 -73.95606099999999
05M362 40.810687 -73.95606099999999
05M367 40.7127837 -74.0059413
05M367 40.7127837 -74.0059413
05M369 40.8150756 -73.95475770000002
05M410 40.8151184 -73.9547881
05M469 40.8115504 -73.9464769
05M469 40.8115504 -73.9464769
05M499 40.8243435 -73.9365444
05M499 40.8243435 -73.9365444
05M514 40.81970159999999 -73.9567465
05M670 40.8152864 -73.9442689
05M670 40.8152864 -73.9442689
05M685 40.8172773 -73.9474709
05M692 40.8213698 -73.948771
06M004 40.7980671 -73.960146
06M005 40.7127837 -74.0059413
06M008 40.8394082 -73.936612
06M018 40.5475233 -74.1512059
06M028 40.8316442 -73.9424884
06M048 40.85339889999999 -73.9335888
06M052 40.6121902 -74.0946605
06M098 40.8679323 -73.9176994
06M115 40.8462835 -73.9350333
06M128 40.8410077 -73.9385939
06M132 40.8506157 -73.9341215
06M143 40.8492438 -73.9310199
06M152 40.8602217 -73.9277383
06M153 40.8263867 -73.9471095
06M173 40.8456482 -73.939655
06M178 40.8592926 -73.9283197
06M187 40.8563228 -73.9372802
06M189 40.85313290000001 -73.9280024
06M192 40.8209221 -73.9531982
06M210 40.8299211 -73.9445843
06M218 40.8610006 -73.9300468
06M223 40.8155922 -73.9526683
06M278 40.8716501 -73.9124998
06M293 40.860945 -73.930073
06M293 40.860945 -73.930073
06M311 40.866599 -73.9237632
06M314 40.8731301 -73.9181285
06M319 40.7127837 -74.0059413
06M322 40.860945 -73.9300729
06M324 40.83943379999999 -73.9359192
06M325 40.8209238 -73.9531086
06M326 40.8368474 -73.9374125
06M328 40.8368995 -73.93749040000002
06M346 40.8508459 -73.93312089999999
06M346 40.8508459 -73.93312089999999
06M348 40.84885999999999 -73.93101419999999
06M348 40.84885999999999 -73.93101419999999
06M349 40.6316038 -74.1603688
06M366 40.8654257 -73.9216488
06M368 40.8263189 -73.9474561
06M423 40.8659985 -73.9252909
06M457 40.7127837 -74.0059413
06M462 40.7643578 -73.9717218
06M463 40.8557813 -73.9271065
06M467 40.8557504 -73.9263964
06M468 40.8557813 -73.9271065
06M528 40.8506327 -73.934665
06M540 40.8183859 -73.950135
06M552 40.8383948 -73.9385571
07X001 40.8191862 -73.91948459999999
07X005 40.7060605 -74.0140109
07X018 40.816462 -73.9229205
07X025 40.8127569 -73.90573309999999
07X029 40.8219134 -73.9107423
07X030 40.6079248 -74.066921
07X031 40.82267470000001 -73.921101
07X043 40.8063551 -73.9214606
07X049 40.6354078 -74.0830138
07X065 40.8078054 -73.9126845
07X151 40.8226108 -73.9215832
07X154 40.80807739999999 -73.92563249999999
07X157 40.81928509999999 -73.90924369999999
07X161 40.8144736 -73.90539609999999
07X162 40.81444370000001 -73.91208630000001
07X179 40.8093462 -73.9199718
07X203 40.5769743 -73.93182589999999
07X221 40.7127837 -74.0059413
07X221 40.7127837 -74.0059413
07X223 40.7127837 -74.0059413
07X224 40.6756501 -73.9727195
07X277 40.59587310000001 -73.9279653
07X296 40.818746 -73.9055336
07X298 40.8187125 -73.90563379999999
07X321 40.8170777 -73.91187099999999
07X334 40.81032159999999 -73.9180495
07X343 40.8102443 -73.9180803
07X369 40.8091632 -73.9201255
07X379 40.8188138 -73.9056043
07X381 40.818567 -73.92029649999999
07X385 40.8228 -73.92278999999999
07X427 40.8158029 -73.9299897
07X456 40.7127837 -74.0059413
07X473 40.8180099 -73.91144010000001
07X495 40.8181661 -73.9113729
07X500 40.8145714 -73.91204010000001
07X500 40.8145714 -73.91204010000001
07X520 40.8109341 -73.9093032
07X522 40.8184973 -73.9200448
07X527 40.7127837 -74.0059413
07X547 40.8226154 -73.9233477
07X548 40.8219356 -73.9235984
07X551 40.8133687 -73.92581679999999
07X551 40.8133687 -73.92581679999999
07X557 40.8103994 -73.90754
07X600 40.7127837 -74.0059413
07X655 40.8104361 -73.9073141
07X670 40.815604 -73.9303702
08X014 40.8352233 -73.8258572
08X036 40.8295362 -73.8497565
08X048 40.8141535 -73.886951
08X062 40.8138613 -73.9001653
08X069 40.8166693 -73.8606824
08X071 40.84557789999999 -73.82973849999999
08X072 40.82315639999999 -73.8181895
08X075 40.6073578 -73.9863687
08X093 40.822513 -73.87725499999999
08X100 40.8219578 -73.86261230000001
08X101 40.7127837 -74.0059413
08X107 40.81877739999999 -73.8684614
08X119 40.8285683 -73.857102
08X123 40.7127837 -74.0059413
08X125 40.713492 -73.9914
08X130 40.8177281 -73.9019259
08X131 40.8232813 -73.8599397
08X138 40.8224163 -73.8526554
08X140 40.823438 -73.9077045
08X146 40.8250249 -73.9057954
08X152 40.8238075 -73.8804735
08X182 40.8188648 -73.8569338
08X269 40.8203983 -73.8929381
08X269 40.8203983 -73.8929381
08X282 40.7127837 -74.0059413
08X293 40.7127837 -74.0059413
08X295 40.8213484 -73.8556517
08X301 40.8225054 -73.9064485
08X302 40.8156629 -73.9018005
08X304 40.6995217 -73.9573096
08X305 40.8213486 -73.85565299999999
08X312 40.8213486 -73.85565299999999
08X332 40.8177116 -73.89787969999999
08X333 40.8201318 -73.8985644
08X335 40.860945 -73.930073
08X337 40.8251419 -73.8737774
08X366 40.7127837 -74.0059413
08X367 40.8150008 -73.85607449999999
08X367 40.8150008 -73.85607449999999
08X371 40.8269638 -73.818209
08X375 40.8150068 -73.8560042
08X376 40.7127837 -74.0059413
08X376 40.7127837 -74.0059413
08X377 40.8213486 -73.85565299999999
08X405 40.8402264 -73.8393222
08X408 40.7127837 -74.0059413
08X424 40.8155627 -73.88546029999999
08X432 40.8381982 -73.9280359
08X448 40.8232813 -73.8599397
08X452 40.821999 -73.855774
08X467 40.826777 -73.8180749
08X507 40.7127837 -74.0059413
08X519 40.8210261 -73.8817206
08X530 40.8177584 -73.8978272
08X537 40.8207637 -73.88080350000001
08X540 40.8213877 -73.8556542
08X558 40.8400627 -73.838045
08X559 40.8217776 -73.9027639
08X560 40.8170777 -73.91187099999999
08X561 40.8213733 -73.8556535
08X562 40.8293623 -73.8567831
08X650 40.82180650000001 -73.9029288
09X002 40.8514195 -73.92592259999999
09X004 40.8411832 -73.8984299
09X011 40.8396383 -73.9257887
09X022 40.8322234 -73.9140977
09X028 40.8491787 -73.9099531
09X035 40.8275882 -73.9189487
09X042 40.8100829 -73.96368919999999
09X053 40.832777 -73.9118065
09X055 40.835911 -73.9049929
09X058 40.8462068 -73.8989398
09X063 40.8310241 -73.9021398
09X064 40.8402946 -73.9156625
09X070 40.84431600000001 -73.90759779999999
09X073 40.8000965 -73.9251664
09X088 40.8370448 -73.9131921
09X109 40.8514661 -73.91889909999999
09X110 40.8350362 -73.9004673
09X114 40.7127837 -74.0059413
09X117 40.84862529999999 -73.9086342
09X126 40.7127837 -74.0059413
09X128 40.835911 -73.90499299999999
09X132 40.83207669999999 -73.90693279999999
09X145 40.8276615 -73.9138309
09X163 40.851773 -73.89879429999999
09X170 40.7436564 -73.9953166
09X199 40.8435447 -73.9203754
09X204 40.8501191 -73.915398
09X215 40.8340063 -73.9039307
09X218 40.7127837 -74.0059413
09X219 40.8339717 -73.9036436
09X227 40.8396492 -73.9114044
09X229 40.8532512 -73.9205138
09X230 40.8529939 -73.9208158
09X231 40.845264 -73.897176
09X231 40.845264 -73.897176
09X232 40.8492641 -73.9157309
09X236 40.8448197 -73.89849920000002
09X239 40.7127837 -74.0059413
09X241 40.8394126 -73.90190330000001
09X241 40.8394126 -73.90190330000001
09X250 40.7127837 -74.0059413
09X252 40.8395707 -73.90160809999999
09X260 40.8339942 -73.9028618
09X263 40.7127837 -74.0059413
09X276 40.8411362 -73.8983282
09X297 40.827179 -73.9042271
09X303 40.8493122 -73.91565299999999
09X313 40.7127837 -74.0059413
09X323 40.8332173 -73.9141276
09X324 40.7127837 -74.0059413
09X324 40.7127837 -74.0059413
09X325 40.827686 -73.9139881
09X327 40.8350316 -73.9004674
09X327 40.8350316 -73.9004674
09X328 40.8277231 -73.9138249
09X329 40.8395954 -73.91114449999999
09X339 40.8404901 -73.9044857
09X365 40.8493788 -73.9156853
09X403 40.827143 -73.9040213
09X404 40.8659985 -73.9252909
09X412 40.8396594 -73.9114507
09X413 40.8395284 -73.91124219999999
09X413 40.8395284 -73.91124219999999
09X414 40.7127837 -74.0059413
09X443 40.7526091 -73.9684576
09X449 40.8282755 -73.9172632
09X454 40.8283034 -73.9172762
09X457 40.8321675 -73.9175506
09X505 40.8275422 -73.9189604
09X505 40.8275422 -73.9189604
09X517 40.834101 -73.90379329999999
09X517 40.834101 -73.90379329999999
09X525 40.8433613 -73.9030616
09X543 40.827179 -73.9042271
09X564 40.83965449999999 -73.9113859
09X568 40.8187861 -73.8572632
10X003 40.8502234 -73.8917913
10X007 40.6181229 -74.1649908
10X008 40.8726023 -73.8833276
10X009 40.8567033 -73.8989507
10X015 40.8591486 -73.90972889999999
10X020 40.8695745 -73.8786217
10X023 40.853465 -73.8947194
10X024 40.879393 -73.907496
10X032 40.6685869 -73.90913189999999
10X033 40.8620171 -73.9015396
10X037 40.7127837 -74.0059413
10X045 40.8583467 -73.8871784
10X046 40.86667060000001 -73.89058659999999
10X051 40.8506575 -73.8864985
10X054 40.864933 -73.8877931
10X056 40.6847905 -73.8799118
10X059 40.8531581 -73.8935475
10X080 40.8770941 -73.8840009
10X081 40.9035651 -73.90482589999999
10X085 40.8588521 -73.89482869999999
10X086 40.869861 -73.8982492
10X091 40.8000965 -73.9251664
10X094 40.8805443 -73.8754439
10X095 40.8827799 -73.89193999999999
10X118 40.8484102 -73.89251229999999
10X141 40.8877345 -73.9136937
10X141 40.8877345 -73.9136937
10X159 40.7127837 -74.0059413
10X205 40.8557111 -73.8813737
10X206 40.8596424 -73.90622069999999
10X207 40.6137018 -73.9301753
10X209 40.8567902 -73.8975366
10X213 40.8775984 -73.91340720000001
10X225 40.8546548 -73.8970362
10X225 40.8546548 -73.8970362
10X226 40.7319853 -73.9867448
10X228 40.86111229999999 -73.8915511
10X237 40.875627 -73.901568
10X243 40.8596387 -73.8884604
10X243 40.8596387 -73.8884604
10X244 40.8756567 -73.9017221
10X246 40.8660078 -73.8952774
10X254 40.8588722 -73.8898924
10X268 40.8704734 -73.8970764
10X279 40.8547417 -73.9049756
10X280 40.8725599 -73.8825754
10X284 40.8774985 -73.913416
10X291 40.859221 -73.909761
10X306 40.85172180000001 -73.9104272
10X307 40.869211 -73.9018952
10X308 40.8853569 -73.8781363
10X310 40.8726665 -73.9053471
10X315 40.8579648 -73.90373509999999
10X319 40.8483466 -73.8935483
10X331 40.8516844 -73.9103646
10X340 40.8694289 -73.89716100000001
10X342 40.8704232 -73.89704979999999
10X342 40.8704232 -73.89704979999999
10X344 40.8833017 -73.8907965
10X360 40.8748915 -73.9022662
10X363 40.8596481 -73.9000093
10X368 40.8790734 -73.91136399999999
10X368 40.8790734 -73.91136399999999
10X374 40.7127837 -74.0059413
10X382 40.7127837 -74.0059413
10X386 40.8551143 -73.9033792
10X390 40.616741 -73.9714283
10X391 40.8545381 -73.8971218
10X396 40.6679298 -73.9114992
10X397 40.7127837 -74.0059413
10X397 40.7127837 -74.0059413
10X433 40.8704931 -73.89707729999999
10X434 40.8594444 -73.88916669999999
10X437 40.85959769999999 -73.888464
10X438 40.8594444 -73.88916669999999
10X439 40.8596823 -73.88842590000002
10X440 40.8813824 -73.8872971
10X442 40.7127837 -74.0059413
10X445 40.8778835 -73.8911033
10X447 40.8548181 -73.9034704
10X459 40.8596481 -73.9000093
10X475 40.8777777 -73.91305559999999
10X477 40.7127837 -74.0059413
10X503 40.7127837 -74.0059413
10X504 40.7127837 -74.0059413
10X524 40.8554152 -73.8824826
10X546 40.8775588 -73.91329379999999
10X549 40.8704742 -73.8971251
10X565 40.8552601 -73.8824187
10X660 40.7127837 -74.0059413
10X667 40.7127837 -74.0059413
10X696 40.7127837 -74.0059413
11X016 40.53001930000001 -74.15696989999999
11X019 40.8993218 -73.86721059999999
11X021 40.8878154 -73.8593478
11X041 40.8822651 -73.8805065
11X068 40.799481 -73.92195819999999
11X076 40.8693023 -73.8610514
11X078 40.8785465 -73.8505769
11X083 40.8492198 -73.8588154
11X087 40.8447819 -73.8648268
11X089 40.8625716 -73.8591979
11X096 40.8610643 -73.8689531
11X097 40.8634332 -73.8470791
11X103 40.8922778 -73.86192369999999
11X105 40.85305899999999 -73.86627000000001
11X106 40.8370752 -73.8549996
11X108 40.8545558 -73.85294290000002
11X111 40.8843794 -73.8393945
11X112 40.8847785 -73.8439867
11X121 40.8669969 -73.8506041
11X127 40.8117742 -73.8463958
11X142 40.8842854 -73.8397461
11X144 40.8641734 -73.83629499999999
11X153 40.8734477 -73.8336834
11X160 40.8642367 -73.8239151
11X169 40.8812667 -73.83943769999999
11X175 40.842906 -73.7851183
11X178 40.8752811 -73.8332774
11X180 40.8730457 -73.8330914
11X181 40.8740933 -73.83200599999999
11X189 40.8830531 -73.8308029
11X194 40.835062 -73.84643369999999
11X249 40.87404 -73.831687
11X253 40.875163 -73.86165299999999
11X265 40.875163 -73.86165299999999
11X270 40.88819549999999 -73.8526457
11X270 40.7127837 -74.0059413
11X272 40.880691 -73.8601071
11X275 40.875163 -73.86165299999999
11X287 40.880634 -73.86015499999999
11X288 40.860376 -73.8602545
11X289 40.8806592 -73.860112
11X290 40.875163 -73.86165299999999
11X299 40.860375 -73.8602533
11X322 40.862063 -73.8647131
11X326 40.8621478 -73.86500939999999
11X370 40.8806507 -73.8601243
11X415 40.8604584 -73.86029409999999
11X417 40.7127837 -74.0059413
11X418 40.85178399999999 -73.864598
11X455 40.8739846 -73.8321105
11X462 40.8830531 -73.8308029
11X468 40.8620624 -73.864713
11X498 40.7127837 -74.0059413
11X508 40.8603726 -73.8602604
11X509 40.7127837 -74.0059413
11X513 40.88819549999999 -73.8526457
11X514 40.88819549999999 -73.8526457
11X529 40.88446709999999 -73.8403074
11X532 40.8842007 -73.8397442
11X541 40.8608435 -73.8602995
11X542 40.8603782 -73.86025599999999
11X544 40.7127837 -74.0059413
11X545 40.7127837 -74.0059413
11X556 40.8623348 -73.8648122
11X566 40.8638724 -73.837034
12X006 40.8406475 -73.8810551
12X044 40.8425208 -73.8909699
12X047 40.8327438 -73.8670456
12X050 40.8341789 -73.8871078
12X057 40.7640512 -73.9277911
12X061 40.836326 -73.8927171
12X066 40.8313275 -73.8867781
12X067 40.8437113 -73.8843024
12X092 40.799481 -73.92195819999999
12X098 40.8363431 -73.89069289999999
12X102 40.8382741 -73.8659066
12X129 40.8458333 -73.88666669999999
12X134 40.8317526 -73.8942045
12X150 40.82618250000001 -73.8944444
12X190 40.8638456 -73.8995185
12X195 40.8308139 -73.877496
12X196 40.8307468 -73.8775143
12X198 40.8286275 -73.90047679999999
12X211 40.8437135 -73.89001619999999
12X212 40.7531357 -73.8846634
12X214 40.83928179999999 -73.8798888
12X217 40.8223063 -73.89397129999999
12X242 40.83203210000001 -73.87748669999999
12X242 40.83203210000001 -73.87748669999999
12X245 40.8271204 -73.9008891
12X245 40.8271204 -73.9008891
12X248 40.8277334 -73.8970178
12X251 40.8362837 -73.89065900000001
12X262 40.8363484 -73.890693
12X267 40.8583366 -73.8829428
12X267 40.8583366 -73.8829428
12X271 40.83681800000001 -73.887666
12X271 40.83681800000001 -73.887666
12X273 40.848741 -73.8888843
12X278 40.8277334 -73.8970178
12X286 40.83148509999999 -73.8867035
12X300 40.8461729 -73.8867044
12X316 40.8340063 -73.9039307
12X318 40.7127837 -74.0059413
12X341 40.8425545 -73.8909235
12X372 40.84377 -73.884191
12X372 40.84377 -73.884191
12X383 40.8393258 -73.8797379
12X384 40.8223063 -73.89397129999999
12X388 40.8313678 -73.8789783
12X428 40.7127837 -74.0059413
12X446 40.8232519 -73.8980631
12X463 40.8286275 -73.90047679999999
12X478 40.8318656 -73.8774562
12X479 40.8270643 -73.9009925
12X480 40.8232519 -73.8980631
12X511 40.8363422 -73.8906945
12X521 40.7127837 -74.0059413
12X531 40.8382741 -73.8659066
12X536 40.8382741 -73.8659066
12X550 40.8319444 -73.8786111
12X682 40.8310801 -73.8856007
12X684 40.8416382 -73.8751899
12X690 40.8316199 -73.8785619
12X691 40.8382741 -73.8659066
12X692 40.8319444 -73.8786111
13K003 40.7285181 -74.0030154
13K008 40.6797512 -73.9328814
13K009 40.678424 -73.9658195
13K011 40.6855351 -73.96604889999999
13K020 40.6914525 -73.9713043
13K044 40.69796119999999 -73.9410312
13K046 40.6944377 -73.9716353
13K054 40.6925956 -73.9527509
13K056 40.7659818 -73.8294061
13K067 40.6952247 -73.9778743
13K093 40.6787143 -73.94652669999999
13K103 40.6847816 -73.9606021
13K113 40.6885062 -73.971406
13K133 40.6801418 -73.9807189
13K256 40.7916742 -73.9706973
13K265 40.7127837 -74.0059413
13K265 40.6965638 -73.9759972
13K266 40.6788888 -73.9766667
13K270 40.6896676 -73.96123680000001
13K282 40.6740916 -73.9681167
13K287 40.6978806 -73.9809722
13K301 40.6857848 -73.945112
13K305 40.6859045 -73.945178
13K307 40.701567 -73.9816515
13K313 40.7015547 -73.9815948
13K336 40.6818114 -73.9457211
13K336 40.6818114 -73.9457211
13K350 40.7127837 -74.0059413
13K351 40.6847523 -73.96068029999999
13K412 40.7127837 -74.0059413
13K419 40.7127837 -74.0059413
13K430 40.6888729 -73.9764096
13K439 40.697311 -73.98452
13K483 40.694576 -73.9883886
13K492 40.691382 -73.9712926
13K499 40.6786142 -73.9619049
13K509 40.6984048 -73.9865513
13K527 40.6946205 -73.98830509999999
13K527 40.6946205 -73.98830509999999
13K553 40.6844607 -73.9479643
13K571 40.6169629 -73.9696274
13K575 40.68468439999999 -73.94805769999999
13K595 40.6854396 -73.9541184
13K596 40.69253459999999 -73.9583036
13K605 40.7127837 -74.0059413
13K616 40.7127837 -74.0059413
13K657 40.6955165 -73.9856131
13K670 40.6955429 -73.9687151
13K674 40.6956506 -73.9853135
13K691 40.685499 -73.977369
14K016 40.705875 -73.9619581
14K017 40.7152801 -73.9571091
14K018 40.7108265 -73.9469151
14K019 40.7097224 -73.9544518
14K023 40.6945185 -73.9480093
14K031 40.7268331 -73.954182
14K034 40.72630669999999 -73.94978689999999
14K050 40.71187159999999 -73.96025019999999
14K059 40.6976954 -73.9431462
14K071 40.7041846 -73.9534039
14K071 40.7041846 -73.9534039
14K084 40.7146819 -73.9632776
14K110 40.7232614 -73.9422014
14K120 40.7127837 -74.0059413
14K126 40.7196632 -73.9483138
14K132 40.7148416 -73.9460034
14K147 40.7048905 -73.9388874
14K157 40.6954834 -73.9599379
14K196 40.7103515 -73.94194809999999
14K250 40.7068982 -73.94548689999999
14K257 40.7028805 -73.9418044
14K297 40.6975467 -73.9479681
14K318 40.7034593 -73.9484639
14K322 40.6970441 -73.9468131
14K330 40.6970441 -73.9468131
14K380 40.7021269 -73.9534777
14K449 40.7127837 -74.0059413
14K454 40.7097839 -73.94398029999999
14K474 40.7118089 -73.9390746
