longitude,latitude,YR,MO,X,Y,TOT,CR
-74.13472495,40.63509399557942,2015,5,946857,170687,1,ROBBERY
-74.13606655,40.63219940593353,2015,5,946483,169633,1,ROBBERY
-74.07541021,40.590965233726735,2015,5,963306,154590,1,FELONY ASSAULT
-74.1332857,40.57111713973083,2015,5,947221,147378,1,GRAND LARCENY
-74.15590275,40.53624875658315,2015,5,940915,134685,1,GRAND LARCENY
-74.13643625,40.573366928233845,2015,5,946347,148199,1,GRAND LARCENY
-74.11232405,40.56791988952918,2015,5,953043,146205,1,GRAND LARCENY
-74.08710653,40.60329758107861,2015,5,960062,159086,1,GRAND LARCENY
-74.22492218,40.51136773957638,2015,5,921707,125662,1,FELONY ASSAULT
-74.19213359,40.553483448421886,2015,5,930858,140984,1,GRAND LARCENY
-73.9048663,40.70440902086879,2015,5,1010627,195926,1,GRAND LARCENY
-73.88443551,40.79114365652041,2015,5,1016250,227533,16,FELONY ASSAULT
-74.00960143,40.70731621282706,2015,5,981588,196971,1,BURGLARY
-74.00457354,40.708107014315175,2015,5,982982,197259,1,FELONY ASSAULT
-74.01607395,40.71492946188216,2015,5,979794,199745,1,GRAND LARCENY
-73.99916663,40.72260218401604,2015,5,984481,202540,4,GRAND LARCENY
-74.00534529,40.70661382960297,2015,5,982768,196715,1,GRAND LARCENY
-74.00686041,40.70912795267461,2015,5,982348,197631,1,GRAND LARCENY
-74.00901016,40.70916897592903,2015,5,981752,197646,1,GRAND LARCENY
-74.00061332,40.72477328877997,2015,5,984080,203331,1,GRAND LARCENY
-74.00771914,40.711507607519785,2015,5,982110,198498,1,GRAND LARCENY
-74.00141426,40.72516303726089,2015,5,983858,203473,1,GRAND LARCENY
-74.00098107,40.70810435622748,2015,5,983978,197258,1,GRAND LARCENY
-73.99492803,40.71712353601097,2015,5,985656,200544,1,FELONY ASSAULT
-73.99153685,40.718992518120665,2015,5,986596,201225,1,GRAND LARCENY
-73.99617939,40.72404312,2015,5,985309,203065,1,GRAND LARCENY
-74.002316,40.71889124978394,2015,5,983608,201188,1,GRAND LARCENY
-73.99454501,40.72482256682577,2015,5,985762,203349,1,GRAND LARCENY
-74.00601516,40.73548865814221,2015,5,982583,207235,1,BURGLARY
-74.00118347,40.7313854,2015,5,983922,205740,1,FELONY ASSAULT
-74.00554271,40.73844478055733,2015,5,982714,208312,1,GRAND LARCENY
-74.00141441,40.73204688508562,2015,5,983858,205981,2,GRAND LARCENY
-74.00668229,40.73130836085606,2015,5,982398,205712,1,GRAND LARCENY
-73.99555506,40.726870198933234,2015,5,985482,204095,1,GRAND LARCENY
-74.00217943,40.73470379512675,2015,5,983646,206949,1,GRAND LARCENY
-74.00353249,40.733512538406536,2015,5,983271,206515,1,ROBBERY
-74.00758481,40.73561482410759,2015,5,982148,207281,1,ROBBERY
-73.98489878,40.72036147367463,2015,5,988436,201724,1,BURGLARY
-73.99133549,40.71395312,2015,5,986652,199389,1,BURGLARY
-73.98239389,40.711407708535575,2015,5,989131,198462,1,BURGLARY
-73.98714641,40.71971123862804,2015,5,987813,201487,1,GRAND LARCENY
-73.98681603,40.712083511415926,2015,5,987905,198708,1,GRAND LARCENY
-73.98794724,40.71995560881823,2015,5,987591,201576,2,GRAND LARCENY
-73.98785718,40.71922274862368,2015,5,987616,201309,1,GRAND LARCENY
-73.98942276,40.71970049122452,2015,5,987182,201483,1,GRAND LARCENY
-73.9888165,40.72088342507331,2015,5,987350,201914,1,GRAND LARCENY
-73.98942615,40.72106189199839,2015,5,987181,201979,1,GRAND LARCENY OF MOTOR VEHICLE
-73.98281791,40.717685041394574,2015,5,989013,200749,1,ROBBERY
-73.97962518,40.718258175457606,2015,5,989898,200958,1,ROBBERY
-73.9806174,40.730058059869016,2015,5,989622,205257,1,FELONY ASSAULT
-73.97897834,40.72177958520595,2015,5,990077,202241,1,FELONY ASSAULT
-73.99350553,40.72929372122552,2015,5,986050,204978,1,FELONY ASSAULT
-73.98507747,40.72788487763099,2015,5,988386,204465,1,GRAND LARCENY
-73.98376734,40.72968800501017,2015,5,988749,205122,2,GRAND LARCENY
-73.97961289,40.72304503289209,2015,5,989901,202702,1,GRAND LARCENY
-73.97489132,40.72065341534813,2015,5,991210,201831,1,GRAND LARCENY
-73.99843349,40.75556115708116,2015,5,984684,214548,1,BURGLARY
-74.00020576,40.76075147927954,2015,5,984193,216439,1,FELONY ASSAULT
-74.00630158,40.74986564615112,2015,5,982504,212473,1,GRAND LARCENY
-73.99885603,40.74224089950156,2015,5,984567,209695,1,GRAND LARCENY
-74.00156989,40.74616039740887,2015,5,983815,211123,1,GRAND LARCENY
-74.00620694,40.74130478,2015,5,982530,209354,1,GRAND LARCENY
-74.00465525,40.74194163326546,2015,5,982960,209586,3,GRAND LARCENY
-73.985922,40.74369750726146,2015,5,988151,210226,1,BURGLARY
-73.99238874,40.74602017441106,2015,5,986359,211072,1,FELONY ASSAULT
-73.99054226,40.73683061111683,2015,5,986871,207724,1,GRAND LARCENY
-73.98198567,40.74042247109676,2015,5,989242,209033,1,GRAND LARCENY
-73.99146258,40.73555162810016,2015,5,986616,207258,1,GRAND LARCENY
-73.99201074,40.73821133288085,2015,5,986464,208227,2,GRAND LARCENY
-73.99807298,40.74076421302632,2015,5,984784,209157,1,GRAND LARCENY
-73.99472802,40.73736885033405,2015,5,985711,207920,1,GRAND LARCENY
-73.98982351,40.74121391874028,2015,5,987070,209321,1,GRAND LARCENY
-73.97745862,40.73512979114976,2015,5,990497,207105,1,GRAND LARCENY
-73.97881655,40.74273301216593,2015,5,990120,209875,1,GRAND LARCENY OF MOTOR VEHICLE
-73.9859602,40.73367642196442,2015,5,988141,206575,1,GRAND LARCENY OF MOTOR VEHICLE
-73.99393985,40.75408159035266,2015,5,985929,214009,1,BURGLARY
-73.98930881,40.75534932620084,2015,5,987212,214471,2,BURGLARY
-73.9887362,40.74771612996458,2015,5,987371,211690,1,BURGLARY
-73.9893283,40.74634655666276,2015,5,987207,211191,1,BURGLARY
-73.991955,40.75155355723355,2015,5,986479,213088,1,BURGLARY
-73.98768438,40.75634551,2015,5,987662,214834,2,FELONY ASSAULT
-73.9918572,40.75439985249621,2015,5,986506,214125,1,FELONY ASSAULT
-73.98064297,40.75381662773213,2015,5,989613,213913,1,GRAND LARCENY
-73.98984068,40.74696692,2015,5,987065,211417,2,GRAND LARCENY
-73.99140595,40.75501738752492,2015,5,986631,214350,1,GRAND LARCENY
-73.9921457,40.756546263526026,2015,5,986426,214907,2,GRAND LARCENY
-73.98155208,40.75546087970902,2015,5,989361,214512,2,GRAND LARCENY
-73.98282417,40.74938695,2015,5,989009,212299,1,GRAND LARCENY
-73.9823347,40.74420753642708,2015,5,989145,210412,1,GRAND LARCENY
-73.97913406,40.75444216640388,2015,5,990031,214141,3,GRAND LARCENY
-73.98561651,40.7546051,2015,5,988235,214200,2,GRAND LARCENY
-73.98946807,40.75258812626619,2015,5,987168,213465,1,ROBBERY
-73.97293679,40.75428168185096,2015,5,991748,214083,1,BURGLARY
-73.96505579,40.75750738147481,2015,5,993931,215259,1,GRAND LARCENY
-73.97190812,40.75425673286783,2015,5,992033,214074,1,GRAND LARCENY
-73.97790673,40.74395699989488,2015,5,990372,210321,2,GRAND LARCENY
-73.97698315,40.74316359,2015,5,990628,210032,1,GRAND LARCENY
-73.98030655,40.74416054674317,2015,5,989707,210395,1,GRAND LARCENY
-73.97286898,40.74351676330918,2015,5,991768,210161,1,GRAND LARCENY
-73.98210173,40.76509776134273,2015,5,989208,218023,1,BURGLARY
-73.98267916,40.76575384283236,2015,5,989048,218262,1,FELONY ASSAULT
-73.9958487,40.76229943976904,2015,5,985400,217003,3,FELONY ASSAULT
-73.98592565,40.76057770089569,2015,5,988149,216376,1,FELONY ASSAULT
-73.9956499,40.7663095,2015,5,985455,218464,1,FELONY ASSAULT
-73.97833917,40.75696993028125,2015,5,990251,215062,1,GRAND LARCENY
-73.98629038,40.75990528268591,2015,5,988048,216131,1,GRAND LARCENY
-73.98156933,40.75833463048789,2015,5,989356,215559,1,GRAND LARCENY
-73.98450356,40.759979164269794,2015,5,988543,216158,1,GRAND LARCENY
-73.98770173,40.760097574060055,2015,5,987657,216201,1,GRAND LARCENY
-73.98872265,40.76380033674281,2015,5,987374,217550,1,GRAND LARCENY
-73.97581951,40.75754583,2015,5,990949,215272,1,GRAND LARCENY
-73.99110495,40.76562305386685,2015,5,986714,218214,1,GRAND LARCENY
-73.97913652,40.75812561499328,2015,5,990030,215483,1,GRAND LARCENY
-73.98017993,40.75733805751566,2015,5,989741,215196,2,GRAND LARCENY
-73.98889639,40.76100620549821,2015,5,987326,216532,1,ROBBERY
-73.97685183,40.75757074014077,2015,5,990663,215281,1,ROBBERY
-73.95852516,40.77059214694476,2015,5,995738,220027,1,BURGLARY
-73.94551871,40.78215579970987,2015,5,999338,224242,1,FELONY ASSAULT
-73.95286237,40.77834934426008,2015,5,997305,222854,2,GRAND LARCENY
-73.95108159,40.78422782522607,2015,5,997797,224996,1,GRAND LARCENY
-73.95382373,40.77703226,2015,5,997039,222374,2,GRAND LARCENY
-73.95996572,40.76448835266186,2015,5,995340,217803,1,GRAND LARCENY
-73.94823535,40.78056236074431,2015,5,998586,223661,1,GRAND LARCENY
-73.94907397,40.76992413018166,2015,5,998356,219785,1,GRAND LARCENY
-73.95529738,40.77088737174371,2015,5,996632,220135,3,GRAND LARCENY
-73.9589503,40.77201407420216,2015,5,995620,220545,1,GRAND LARCENY
-73.95117813,40.78552887001609,2015,5,997770,225470,1,GRAND LARCENY
-73.96224189,40.76749735783796,2015,5,994709,218899,1,GRAND LARCENY
-73.96434994,40.77470571508537,2015,5,994124,221525,1,GRAND LARCENY
-73.94957893,40.78485297694792,2015,5,998213,225224,1,GRAND LARCENY OF MOTOR VEHICLE
-73.95097059,40.78294873,2015,5,997828,224530,1,ROBBERY
-73.97548111,40.784499093741765,2015,5,991040,225092,1,BURGLARY
-73.97623843,40.78730985907104,2015,5,990830,226116,1,FELONY ASSAULT
-73.9822148,40.77427893353815,2015,5,989176,221368,1,GRAND LARCENY
-73.98118575,40.787305283431934,2015,5,989460,226114,1,GRAND LARCENY
-73.98482937,40.77169376381653,2015,5,988452,220426,1,GRAND LARCENY
-73.98619086,40.76982202278936,2015,5,988075,219744,2,GRAND LARCENY
-73.98216853,40.771800427575606,2015,5,989189,220465,3,GRAND LARCENY
-73.98188051,40.782093145710505,2015,5,989268,224215,1,GRAND LARCENY OF MOTOR VEHICLE
-73.98419314,40.77511911165949,2015,5,988628,221674,1,ROBBERY
-73.94080057,40.79286616524471,2015,5,1000642,228145,1,BURGLARY
-73.95068291,40.78620386359181,2015,5,997907,225716,1,BURGLARY
-73.93964518,40.78856457160318,2015,5,1000963,226578,1,FELONY ASSAULT
-73.93771719,40.79198073696492,2015,5,1001496,227823,2,GRAND LARCENY
-73.94546099,40.78649245244634,2015,5,999353,225822,1,MURDER
-73.94682753,40.784588245869024,2015,5,998975,225128,1,ROBBERY
-73.9458122,40.79866549864887,2015,5,999253,230257,1,ROBBERY
-73.93936623,40.793504941833085,2015,5,1001039,228378,1,ROBBERY
-73.94215475,40.79301781300257,2015,5,1000267,228200,1,ROBBERY
-73.94349808,40.79318041845326,2015,5,999895,228259,1,ROBBERY
-73.94625994,40.78539219,2015,5,999132,225421,1,ROBBERY
-73.9715159,40.79365735190218,2015,5,992137,228429,1,BURGLARY
-73.96767882,40.78958041462109,2015,5,993200,226944,1,FELONY ASSAULT
-73.96837112,40.79944241977092,2015,5,993007,230537,1,GRAND LARCENY
-73.97380323,40.790520667523175,2015,5,991504,227286,1,GRAND LARCENY
-73.97338274,40.79444553554084,2015,5,991620,228716,1,GRAND LARCENY
-73.96808545,40.80014499,2015,5,993086,230793,1,GRAND LARCENY
-73.97102805,40.79432968908429,2015,5,992272,228674,2,GRAND LARCENY
-73.96976197,40.79879503732444,2015,5,992622,230301,1,GRAND LARCENY
-73.97254825,40.79497232785236,2015,5,991851,228908,2,GRAND LARCENY
-73.9649297,40.79132800471062,2015,5,993961,227581,1,GRAND LARCENY
-73.96837112,40.79944241977092,2015,5,993007,230537,1,ROBBERY
-73.96520403,40.79850281041049,2015,5,993884,230195,1,ROBBERY
-73.93939623,40.80022405410665,2015,5,1001029,230826,1,BURGLARY
-73.93815682,40.80468632121015,2015,5,1001371,232452,1,FELONY ASSAULT
-73.93928016,40.80471711034689,2015,5,1001060,232463,1,FELONY ASSAULT
-73.932675,40.79974274187713,2015,5,1002890,230652,1,GRAND LARCENY
-73.93648142,40.79645671746284,2015,5,1001837,229454,1,GRAND LARCENY OF MOTOR VEHICLE
-73.93928543,40.79894220792576,2015,5,1001060,230359,1,ROBBERY
-73.93905858,40.80213146142456,2015,5,1001122,231521,1,ROBBERY
-73.93652799,40.80065068794535,2015,5,1001823,230982,1,ROBBERY
-73.93752798,40.79734109216431,2015,5,1001547,229776,1,ROBBERY
-73.95893836,40.81479892174298,2015,5,995616,236133,2,FELONY ASSAULT
-73.95925696,40.807769801032784,2015,5,995529,233572,1,GRAND LARCENY
-73.95330159,40.81106669980576,2015,5,997177,234774,2,GRAND LARCENY
-73.95244029,40.81321820976578,2015,5,997415,235558,1,GRAND LARCENY
-73.96271289,40.80962914831365,2015,5,994572,234249,1,GRAND LARCENY
-73.94476724,40.80875735968275,2015,5,999540,233934,1,BURGLARY
-73.94523738,40.80810982915022,2015,5,999410,233698,1,FELONY ASSAULT
-73.94883297,40.80166686610202,2015,5,998416,231350,2,GRAND LARCENY
-73.9475705,40.80865436911442,2015,5,998764,233896,1,ROBBERY
-73.95116691,40.82544814438344,2015,5,997765,240014,1,BURGLARY
-73.94505522,40.82748471804458,2015,5,999456,240757,1,BURGLARY
-73.93737954,40.813082011532046,2015,5,1001584,235511,1,FELONY ASSAULT
-73.9400261,40.81871558517192,2015,5,1000850,237563,1,FELONY ASSAULT
-73.95010636,40.81348071665069,2015,5,998061,235654,1,FELONY ASSAULT
-73.93795083,40.82028721105692,2015,5,1001424,238136,1,FELONY ASSAULT
-73.9368218,40.82978331702617,2015,5,1001734,241596,1,FELONY ASSAULT
-73.94053596,40.82225379,2015,5,1000708,238852,1,GRAND LARCENY
-73.93744887,40.82387428604335,2015,5,1001562,239443,1,GRAND LARCENY
-73.94242624,40.808995005322366,2015,5,1000188,234021,1,GRAND LARCENY
-73.93656425,40.81566160387718,2015,5,1001809,236451,1,GRAND LARCENY
-73.9424213,40.82304797153766,2015,5,1000186,239141,1,ROBBERY
-73.93726805,40.83938181878828,2015,5,1001608,245093,1,FELONY ASSAULT
-73.9405079,40.833441235717416,2015,5,1000713,242928,1,FELONY ASSAULT
-73.9454661,40.83756898814336,2015,5,999340,244431,1,GRAND LARCENY
-73.94138779,40.84374258,2015,5,1000467,246681,1,GRAND LARCENY
-73.93975617,40.83353142100938,2015,5,1000921,242961,1,GRAND LARCENY OF MOTOR VEHICLE
-73.93743287,40.85625910460124,2015,5,1001558,251242,2,BURGLARY
-73.92755072,40.85528718692301,2015,5,1004292,250890,1,BURGLARY
-73.92608746,40.86110776990177,2015,5,1004695,253011,2,FELONY ASSAULT
-73.92093789,40.86544921437843,2015,5,1006118,254594,1,FELONY ASSAULT
-73.92749388,40.85769425481849,2015,5,1004307,251767,1,GRAND LARCENY OF MOTOR VEHICLE
-73.9330866,40.85020185003204,2015,5,1002762,249036,1,ROBBERY
-73.93214978,40.854370507987966,2015,5,1003020,250555,1,ROBBERY
-73.91491685,40.80151233069604,2015,5,1007806,231301,1,BURGLARY
-73.90928884,40.80989317699725,2015,5,1009361,234356,1,BURGLARY
-73.90882815,40.81392755667923,2015,5,1009487,235826,1,BURGLARY
-73.92146429,40.80850504938908,2015,5,1005991,233847,1,FELONY ASSAULT
-73.91044148,40.81505690188078,2015,5,1009040,236237,1,FELONY ASSAULT
-73.91001809,40.82092203977278,2015,5,1009155,238374,1,FELONY ASSAULT
-73.91605316,40.81985066145188,2015,5,1007485,237982,1,FELONY ASSAULT
-73.90765402,40.81655332093958,2015,5,1009811,236783,1,GRAND LARCENY
-73.92288033,40.81162401131226,2015,5,1005598,234983,1,GRAND LARCENY
-73.92260592,40.81771710923774,2015,5,1005672,237203,1,ROBBERY
-73.8895667,40.824162248274106,2015,5,1014814,239561,1,BURGLARY
-73.88518026,40.80952310721073,2015,5,1016035,234229,1,BURGLARY
-73.889722,40.81766290034489,2015,5,1014774,237193,1,FELONY ASSAULT
-73.89669976,40.828406702027465,2015,5,1012838,241105,1,GRAND LARCENY
-73.89889433,40.81333190277482,2015,5,1012237,235612,1,GRAND LARCENY
-73.90319203,40.81421939210924,2015,5,1011047,235934,1,GRAND LARCENY
-73.89359305,40.81885500185745,2015,5,1013702,237626,1,GRAND LARCENY
-73.89388272,40.82525046442888,2015,5,1013619,239956,1,GRAND LARCENY
-73.89355258,40.823825651493785,2015,5,1013711,239437,1,GRAND LARCENY
-73.89048813,40.82412195624548,2015,5,1014559,239546,1,GRAND LARCENY
-73.88926009,40.82602836243341,2015,5,1014898,240241,1,ROBBERY
-73.90769428,40.82659353,2015,5,1009796,240441,1,BURGLARY
-73.90129789,40.82227354111397,2015,5,1011568,238869,1,BURGLARY
-73.90708537,40.82276416492183,2015,5,1009966,239046,1,BURGLARY
-73.90317626,40.82753950182154,2015,5,1011046,240787,1,FELONY ASSAULT
-73.90680222,40.82886544226249,2015,5,1010042,241269,1,FELONY ASSAULT
-73.9039107,40.834401902888914,2015,5,1010840,243287,2,FELONY ASSAULT
-73.8892956,40.83291488881633,2015,5,1014885,242750,1,GRAND LARCENY
-73.88646457,40.83593132171144,2015,5,1015667,243850,1,GRAND LARCENY
-73.90649441,40.82420191949071,2015,5,1010129,239570,1,GRAND LARCENY OF MOTOR VEHICLE
-73.90026543,40.831332962716345,2015,5,1011850,242170,1,ROBBERY
-73.8628664,40.81484270412979,2015,5,1022209,236176,1,BURGLARY
-73.86310645,40.82810822474806,2015,5,1022135,241009,1,BURGLARY
-73.87018911,40.83161318374104,2015,5,1020173,242283,1,BURGLARY
-73.87522235,40.82802041610473,2015,5,1018782,240972,1,FELONY ASSAULT
-73.85861758,40.82349168,2015,5,1023380,239329,1,FELONY ASSAULT
-73.87838525,40.831328433422726,2015,5,1017905,242176,1,GRAND LARCENY
-73.87613688,40.82783750595075,2015,5,1018529,240905,1,GRAND LARCENY
-73.87420705,40.82798637646993,2015,5,1019063,240960,1,GRAND LARCENY
-73.86659211,40.82874633948685,2015,5,1021170,241240,1,GRAND LARCENY
-73.8815126,40.82839484,2015,5,1017041,241106,1,GRAND LARCENY
-73.86228676,40.822604087167726,2015,5,1022365,239004,1,GRAND LARCENY OF MOTOR VEHICLE
-73.86374549,40.83895609597384,2015,5,1021952,244961,1,GRAND LARCENY OF MOTOR VEHICLE
-73.87487416,40.830633009055695,2015,5,1018877,241924,1,ROBBERY
-73.84598489,40.819289799697216,2015,5,1026879,237804,1,ROBBERY
-73.91544874,40.82921245048807,2015,5,1007649,241393,1,BURGLARY
-73.91012429,40.833243153987965,2015,5,1009121,242863,1,BURGLARY
-73.91795149,40.84205402143324,2015,5,1006952,246071,1,FELONY ASSAULT
-73.92136086,40.83184607,2015,5,1006012,242351,2,FELONY ASSAULT
-73.92344157,40.84189585819929,2015,5,1005433,246012,1,FELONY ASSAULT
-73.91542601,40.83856367095094,2015,5,1007652,244800,1,FELONY ASSAULT
-73.91450542,40.83781094142363,2015,5,1007907,244526,1,FELONY ASSAULT
-73.91809137,40.834119161497846,2015,5,1006916,243180,2,FELONY ASSAULT
-73.91559466,40.836669943730406,2015,5,1007606,244110,1,FELONY ASSAULT
-73.92203795,40.83069374970972,2015,5,1005825,241931,2,FELONY ASSAULT
-73.91002467,40.84277271,2015,5,1009145,246335,1,FELONY ASSAULT
-73.91409428,40.831558180505695,2015,5,1008023,242248,1,FELONY ASSAULT
-73.92346753,40.83817953824411,2015,5,1005427,244658,1,FELONY ASSAULT
-73.92197438,40.82327748415415,2015,5,1005845,239229,1,FELONY ASSAULT
-73.9107294,40.84280345307477,2015,5,1008950,246346,1,GRAND LARCENY
-73.92379813,40.83666742132375,2015,5,1005336,244107,1,GRAND LARCENY
-73.92217501,40.827822870469234,2015,5,1005788,240885,1,GRAND LARCENY
-73.9129,40.82741276492078,2015,5,1008355,240738,1,GRAND LARCENY
-73.92598767,40.82408433,2015,5,1004734,239522,1,GRAND LARCENY OF MOTOR VEHICLE
-73.91104451,40.84229867004908,2015,5,1008863,246162,1,ROBBERY
-73.91298848,40.842645986208026,2015,5,1008325,246288,1,ROBBERY
-73.80716593,40.82362022800842,2015,5,1037620,239403,1,BURGLARY
-73.84787233,40.837602321396425,2015,5,1026345,244475,1,BURGLARY
-73.82510609,40.81368548455618,2015,5,1032662,235773,1,BURGLARY
-73.82036203,40.82464885,2015,5,1033967,239770,1,FELONY ASSAULT
-73.82832871,40.83323000212979,2015,5,1031756,242892,1,FELONY ASSAULT
-73.82441557,40.86180203973383,2015,5,1032818,253304,1,FELONY ASSAULT
-73.82479675,40.87766973000758,2015,5,1032701,259085,1,FELONY ASSAULT
-73.81574646,40.83040548426031,2015,5,1035240,241870,1,GRAND LARCENY
-73.82132701,40.82589920072888,2015,5,1033699,240225,1,GRAND LARCENY
-73.82277209,40.81784841389514,2015,5,1033305,237291,1,GRAND LARCENY
-73.82490917,40.86930955001569,2015,5,1032676,256039,4,GRAND LARCENY
-73.83389021,40.87373904783536,2015,5,1030189,257648,1,GRAND LARCENY
-73.84124074,40.83913865788516,2015,5,1028179,245038,1,GRAND LARCENY OF MOTOR VEHICLE
-73.84768819,40.83594976023693,2015,5,1026397,243873,1,ROBBERY
-73.82372172,40.82078123479458,2015,5,1033040,238359,1,ROBBERY
-73.91813292,40.84734045764765,2015,5,1006900,247997,1,BURGLARY
-73.91689196,40.848302962213495,2015,5,1007243,248348,1,FELONY ASSAULT
-73.90999243,40.84790529211824,2015,5,1009152,248205,1,FELONY ASSAULT
-73.9091644,40.84813794312157,2015,5,1009381,248290,1,FELONY ASSAULT
-73.89512574,40.85959340864336,2015,5,1013260,252468,1,FELONY ASSAULT
-73.90720612,40.85794595731073,2015,5,1009919,251864,1,FELONY ASSAULT
-73.90881271,40.85156031364403,2015,5,1009477,249537,1,GRAND LARCENY
-73.91021231,40.84834736121693,2015,5,1009091,248366,1,GRAND LARCENY
-73.91997469,40.84565924469759,2015,5,1006391,247384,1,GRAND LARCENY OF MOTOR VEHICLE
-73.90517188,40.857230680715205,2015,5,1010482,251604,1,ROBBERY
-73.90640073,40.85227200513051,2015,5,1010144,249797,1,ROBBERY
-73.86491596,40.87834121858048,2015,5,1021606,259310,1,BURGLARY
-73.86299658,40.88322725316792,2015,5,1022134,261091,1,BURGLARY
-73.85498008,40.88274262734925,2015,5,1024351,260918,1,FELONY ASSAULT
-73.86307373,40.88615044002288,2015,5,1022111,262156,2,FELONY ASSAULT
-73.8553704,40.88784549675207,2015,5,1024240,262777,1,FELONY ASSAULT
-73.85822867,40.89919008598219,2015,5,1023443,266909,1,FELONY ASSAULT
-73.86231579,40.87842597603613,2015,5,1022325,259342,1,GRAND LARCENY
-73.86059618,40.88452810708187,2015,5,1022797,261566,1,GRAND LARCENY
-73.85221251,40.90110931,2015,5,1025105,267611,1,GRAND LARCENY
-73.84081161,40.88557020063504,2015,5,1028267,261955,1,GRAND LARCENY
-73.84724499,40.88732451724628,2015,5,1026487,262591,2,GRAND LARCENY OF MOTOR VEHICLE
-73.86250938,40.880984260673074,2015,5,1022270,260274,1,GRAND LARCENY OF MOTOR VEHICLE
-73.84840865,40.87502708231353,2015,5,1026173,258110,1,ROBBERY
-73.84037699,40.87227979,2015,5,1028396,257113,1,ROBBERY
-73.85979969,40.89008513806593,2015,5,1023014,263591,1,ROBBERY
-73.87435535,40.89870648680089,2015,5,1018985,266726,1,ROBBERY
-73.88829258,40.84058264867976,2015,5,1015159,245544,1,BURGLARY
-73.88988643,40.85802954,2015,5,1014710,251900,1,BURGLARY
-73.87343259,40.84001012,2015,5,1019271,245341,1,FELONY ASSAULT
-73.89464803,40.85307704834062,2015,5,1013395,250094,1,FELONY ASSAULT
-73.88587107,40.85327180744767,2015,5,1015823,250168,1,FELONY ASSAULT
-73.89153513,40.85344195404674,2015,5,1014256,250228,1,FELONY ASSAULT
-73.88333235,40.84156308930519,2015,5,1016531,245903,1,FELONY ASSAULT
-73.89351367,40.859429994648856,2015,5,1013706,252409,1,FELONY ASSAULT
-73.88233021,40.85440181326357,2015,5,1016802,250581,1,GRAND LARCENY
-73.89607979,40.85055596288984,2015,5,1013000,249175,1,GRAND LARCENY
-73.88794131,40.84743859155512,2015,5,1015253,248042,1,ROBBERY
-73.89505472,40.84274908625928,2015,5,1013287,246331,1,ROBBERY
-73.85683173,40.86424019638197,2015,5,1023850,254176,1,FELONY ASSAULT
-73.86733807,40.86600387283431,2015,5,1020943,254814,1,FELONY ASSAULT
-73.86423097,40.85961608366548,2015,5,1021806,252488,1,FELONY ASSAULT
-73.86104924,40.85463065765301,2015,5,1022689,250673,1,GRAND LARCENY
-73.86571773,40.85556389626804,2015,5,1021397,251011,1,GRAND LARCENY
-73.86765893,40.85556339,2015,5,1020860,251010,1,GRAND LARCENY
-73.84764592,40.86703351716439,2015,5,1026389,255198,1,GRAND LARCENY
-73.85694898,40.85174919419957,2015,5,1023825,249625,1,GRAND LARCENY
-73.85116328,40.85435209076272,2015,5,1025424,250576,1,GRAND LARCENY
-73.85210876,40.84694534052109,2015,5,1025167,247877,1,GRAND LARCENY
-73.83903271,40.86000087494129,2015,5,1028776,252640,1,GRAND LARCENY OF MOTOR VEHICLE
-73.83803072,40.861728635933694,2015,5,1029052,253270,1,GRAND LARCENY OF MOTOR VEHICLE
-73.90760863,40.87787278022883,2015,5,1009800,259124,1,FELONY ASSAULT
-73.89807627,40.88986728178797,2015,5,1012431,263497,1,FELONY ASSAULT
-73.91045836,40.885746797203645,2015,5,1009009,261992,1,GRAND LARCENY
-73.90460901,40.87917681,2015,5,1010629,259600,1,GRAND LARCENY
-73.91218442,40.885007057547625,2015,5,1008532,261722,1,GRAND LARCENY
-73.8995363,40.90258742,2015,5,1012022,268131,1,GRAND LARCENY
-73.91261627,40.88662949582463,2015,5,1008412,262313,1,GRAND LARCENY
-73.90898079,40.88194150256983,2015,5,1009419,260606,1,GRAND LARCENY OF MOTOR VEHICLE
-73.90354148,40.869725944905504,2015,5,1010928,256157,1,ROBBERY
-73.90081077,40.88001897623363,2015,5,1011679,259908,1,ROBBERY
-73.88164728,40.87659749640728,2015,5,1016980,258668,1,BURGLARY
-73.88185496,40.86757589387378,2015,5,1016927,255381,1,BURGLARY
-73.90550959,40.86889044088612,2015,5,1010384,255852,1,FELONY ASSAULT
-73.90940962,40.85916361128247,2015,5,1009309,252307,1,GRAND LARCENY
-73.90446157,40.86349899124353,2015,5,1010676,253888,1,GRAND LARCENY
-73.89957548,40.86468604147177,2015,5,1012027,254322,1,GRAND LARCENY
-73.8790007,40.87640262333768,2015,5,1017712,258598,1,GRAND LARCENY OF MOTOR VEHICLE
-73.91005393,40.86122813027685,2015,5,1009130,253059,1,GRAND LARCENY OF MOTOR VEHICLE
-73.8933471,40.86410681041984,2015,5,1013750,254113,1,ROBBERY
-73.89225793,40.86692460408504,2015,5,1014050,255140,1,ROBBERY
-73.89228743,40.86433638081337,2015,5,1014043,254197,1,ROBBERY
-73.95890197,40.581213880807255,2015,5,995666,151031,1,BURGLARY
-74.00034918,40.57720832925879,2015,5,984153,149569,1,BURGLARY
-73.96623988,40.586283175533055,2015,5,993627,152877,1,GRAND LARCENY
-73.97832244,40.57546333433567,2015,5,990272,148934,4,GRAND LARCENY
-73.98621517,40.58259555036254,2015,5,988079,151532,1,GRAND LARCENY
