$Element Number
48634
$Element_id  Value
0  0.00000000000000000000e+00  -2.21875015995465219021e-04
1  -9.45908715948462486267e-04  -3.30580194713547825813e-04
2  0.00000000000000000000e+00  2.21875015995465219021e-04
3  -9.02990752365440130234e-04  7.15202535502612590790e-04
4  -2.37354528508149087429e-04  9.80171095579862594604e-03
5  -7.23433797247707843781e-04  -6.62635080516338348389e-04
6  0.00000000000000000000e+00  0.00000000000000000000e+00
7  -6.21617445722222328186e-03  8.36915496620349586010e-05
8  -1.27563420683145523071e-02  8.42340476810932159424e-03
9  -3.17065641283988952637e-02  3.18070016801357269287e-02
10  -7.71818263456225395203e-03  4.38176502939313650131e-04
11  -1.33082052343524992466e-04  5.74022810906171798706e-03
12  -6.65045517962425947189e-04  0.00000000000000000000e+00
13  -2.21875015995465219021e-04  0.00000000000000000000e+00
14  2.21875015995465219021e-04  0.00000000000000000000e+00
15  9.55047435127198696136e-04  -2.86495836917310953140e-04
16  -5.16516796778887510300e-04  -1.69710000045597553253e-03
17  4.33346169302240014076e-04  -1.12896400969475507736e-03
18  -3.93826467916369438171e-03  -1.48457847535610198975e-03
19  -4.93039330467581748962e-03  9.42942220717668533325e-04
20  -9.25963465124368667603e-03  7.17031629756093025208e-03
21  -1.69801376760005950928e-02  1.08773801475763320923e-02
22  -2.48041823506355285645e-02  1.20510086417198181152e-02
23  -4.31531015783548355103e-03  2.35681459307670593262e-02
24  -9.58309415727853775024e-03  5.55564183741807937622e-03
25  -5.69093739613890647888e-03  1.02174812927842140198e-02
26  -6.20440623606555163860e-05  6.61238329485058784485e-03
27  5.57520543225109577179e-04  5.77104801777750253677e-04
28  5.34976180642843246460e-03  1.71168612723704427481e-05
29  8.36558546870946884155e-03  1.96899591742294433061e-07
30  8.38283635675907135010e-03  -1.83252177521353587508e-06
31  -1.55120075214654207230e-03  -6.54623378068208694458e-04
32  -1.93953828420490026474e-03  -3.53493349393829703331e-04
33  -2.96351406723260879517e-03  -6.73269678372889757156e-04
34  -7.11093132849782705307e-04  -2.09349400392966344953e-06
35  -1.02827814407646656036e-03  -5.28743694303557276726e-05
36  0.00000000000000000000e+00  0.00000000000000000000e+00
37  -1.20093789882957935333e-03  -6.63161277770996093750e-04
38  -5.02388626337051391602e-02  2.83500887453556060791e-02
39  -7.97312557697296142578e-02  1.90063379704952239990e-02
40  -2.93767362833023071289e-01  8.14511775970458984375e-02
41  -6.70816749334335327148e-02  5.39021426811814308167e-03
42  -7.12139112874865531921e-03  5.08442986756563186646e-03
43  -3.81798902526497840881e-03  4.83441399410367012024e-03
44  4.81041055172681808472e-03  9.48301982134580612183e-03
45  1.30831531714648008347e-03  2.46198158711194992065e-02
46  1.56731042079627513885e-03  1.99289117008447647095e-02
47  9.48278466239571571350e-04  9.71572101116180419922e-03
48  8.83726589381694793701e-03  8.67372564971446990967e-03
49  9.94466943666338920593e-04  6.11408576369285583496e-02
50  -9.12785995751619338989e-03  4.57592163002118468285e-04
51  -1.35980336926877498627e-03  5.90522715356200933456e-04
52  -1.79170176852494478226e-03  2.21400707960128784180e-03
53  -6.21365325059741735458e-04  1.75047796219587326050e-02
54  -3.77118449250701814890e-05  6.28203735686838626862e-04
55  1.90955601283349096775e-04  1.01339323446154594421e-02
56  0.00000000000000000000e+00  0.00000000000000000000e+00
57  5.68798568565398454666e-04  1.23618388897739350796e-04
58  -3.68766719475388526917e-04  -2.15811785892583429813e-04
59  -1.37248769402503967285e-01  1.08636645600199699402e-02
60  -1.24064823612570762634e-02  -1.81263580452650785446e-03
61  -2.29847989976406097412e-02  7.46823893859982490540e-03
62  -6.60250987857580184937e-03  5.18063781782984733582e-04
63  3.29208822222426533699e-04  1.67574617080390453339e-03
64  5.89053984731435775757e-03  5.27543900534510612488e-03
65  3.68501059710979461670e-02  3.49322818219661712646e-02
66  9.16679799556732177734e-02  2.11797971278429031372e-02
67  1.13155633211135864258e-01  2.37407535314559936523e-02
68  1.30628004670143127441e-01  6.06720410287380218506e-02
69  4.05546985566616058350e-02  3.23734611272811889648e-01
70  -6.99677765369415283203e-02  5.32076088711619377136e-03
71  -3.52463778108358383179e-03  2.90704402141273021698e-03
72  -5.80078980419784784317e-04  6.89725670963525772095e-03
73  5.33358077518641948700e-04  3.56227606534957885742e-02
74  4.08558844355866312981e-04  1.19109246879816055298e-02
75  3.83525708457455039024e-04  4.54090759158134460449e-02
76  0.00000000000000000000e+00  0.00000000000000000000e+00
77  0.00000000000000000000e+00  4.10090060904622077942e-03
78  -4.04822267591953277588e-03  2.48986762017011642456e-02
79  -2.99443420954048633575e-03  1.07547086372505873442e-04
80  -5.95123786479234695435e-03  -3.27956164255738258362e-04
81  -9.83872450888156890869e-03  1.72678718809038400650e-03
82  -1.01899262517690658569e-02  9.90308169275522232056e-03
83  -3.30185401253402233124e-04  -5.68902061786502599716e-04
84  3.95920098526403307915e-04  -3.93505557440221309662e-04
85  1.94096155464649200439e-02  1.18772406131029129028e-03
86  6.71219453215599060059e-02  2.89847305975854396820e-03
87  1.12757809460163116455e-01  -2.91750649921596050262e-04
88  1.32416799664497375488e-01  1.49678799789398908615e-03
89  2.37423554062843322754e-01  1.54965698719024658203e-01
90  4.23463643528521060944e-04  2.93864995241165161133e-01
91  -5.96481785178184509277e-02  4.81490511447191238403e-03
