0.005 2.69445e-06 2.69445e-06
313.942 0.0173722 0.0173722
502.439 0.0173728 0.0173728
674.015 0.017372 0.017372
830.534 0.0173718 0.0173718
976.816 0.017372 0.017372
1124.18 0.0173721 0.0173721
1269.14 0.0173718 0.0173718
1416.54 0.017372 0.017372
1560 0.0173721 0.0173721
1703.38 0.0173727 0.0173727
1842.99 0.0173726 0.0173726
1980 0.0173721 0.0173721
2113.73 0.0173723 0.0173723
2245.45 0.0173718 0.0173718
2374.2 0.0173724 0.0173724
2501.5 0.0173724 0.0173724
2626.08 0.0173724 0.0173724
2749.35 0.0173722 0.0173722
2871.29 0.0173722 0.0173722
2991.87 0.017372 0.017372
3109.75 0.0173726 0.0173726
3226.45 0.0173722 0.0173722
3339.55 0.00288604 0.00288604
3450.98 0.00130286 0.00130286
3561.63 0.000956537 0.000956537
